GEOID,distr_name,total_worker_pop,info,finance_realest,prof_sci_mgmt_adm,edu_health,arts_ent_food_rec,otherserv,public_admin,agro,construct,manufact,wholesale,retail,transport_util
5001600US4829,"Congressional District 29 (116th Congress), Texas",326163,2709,11844,31879,48639,30812,20523,7332,4527,60523,36202,10813,36116,24244
5001600US4830,"Congressional District 30 (116th Congress), Texas",346074,6790,27231,38098,70781,30545,18055,12310,1993,34765,29029,9554,39332,27591
5001600US4831,"Congressional District 31 (116th Congress), Texas",391790,8840,26714,52390,90824,33773,18364,25954,3420,27555,34415,9454,45277,14810
5001600US4832,"Congressional District 32 (116th Congress), Texas",409352,11507,41666,67550,79148,36546,24119,7939,3791,28423,34337,11400,44734,18192
5001600US4833,"Congressional District 33 (116th Congress), Texas",324963,3485,15350,33826,43323,36695,19987,5181,2412,56761,38551,11406,35641,22345
5001600US4834,"Congressional District 34 (116th Congress), Texas",269296,3178,10991,19887,80088,24958,13797,14281,13603,20331,14691,5903,34212,13376
5001600US4835,"Congressional District 35 (116th Congress), Texas",387946,7761,21794,43307,77837,50609,20355,19649,3518,43819,22809,9234,48542,18712
5001600US4836,"Congressional District 36 (116th Congress), Texas",317893,2551,13636,28212,62667,26722,16266,11640,9875,37720,44627,9271,33646,21060
5001600US4901,"Congressional District 1 (116th Congress), Utah",352195,5583,18762,36797,74638,29223,14697,27467,9792,23026,48495,7944,39030,16741
5001600US4902,"Congressional District 2 (116th Congress), Utah",354472,6883,22171,40219,78638,37035,16522,16020,6857,24860,33214,9064,43043,19946
5001600US4903,"Congressional District 3 (116th Congress), Utah",356555,10570,25085,52168,88561,34301,16196,10744,3998,22483,28757,9952,41405,12335
5001600US4904,"Congressional District 4 (116th Congress), Utah",388818,9188,32762,50677,77566,31145,17010,14747,4864,30448,42928,10047,46438,20998
5001600US5000,"Congressional District (at Large) (116th Congress), Vermont",328742,5835,14725,29154,93787,31833,14151,16137,8652,23391,34874,7014,38810,10379
5001600US5101,"Congressional District 1 (116th Congress), Virginia",388589,6502,24643,56209,80656,30741,18222,46196,3218,31957,20315,8341,43789,17800
5001600US5102,"Congressional District 2 (116th Congress), Virginia",341445,5444,23161,41004,75308,37217,14896,34054,2259,23322,24174,7374,39931,13301
5001600US5103,"Congressional District 3 (116th Congress), Virginia",338810,5287,16675,37401,80515,33621,16285,28424,1093,21227,38032,6223,37861,16166
5001600US5104,"Congressional District 4 (116th Congress), Virginia",358890,5849,25338,40139,84136,32671,17436,30063,2230,21449,29123,7910,40827,21719
5001600US5105,"Congressional District 5 (116th Congress), Virginia",335096,4836,15739,33341,91330,27115,18469,18314,6808,25035,33348,6462,39052,15247
5001600US5106,"Congressional District 6 (116th Congress), Virginia",356243,6145,18409,31328,93432,35070,18136,15391,5946,23081,41460,8729,42893,16223
5001600US5107,"Congressional District 7 (116th Congress), Virginia",393068,7264,37832,48593,89488,32527,19473,26319,3412,28332,24062,9825,45386,20555
5001600US5108,"Congressional District 8 (116th Congress), Virginia",457710,12554,29034,109671,73730,41765,33546,69155,797,28526,10466,4218,29706,14542
5001600US5109,"Congressional District 9 (116th Congress), Virginia",292408,3854,11252,23064,79955,24402,13843,15368,8581,17170,39794,5991,36412,12722
5001600US5110,"Congressional District 10 (116th Congress), Virginia",431600,13447,29069,106648,80417,33832,20887,36597,2607,27358,20144,5494,38752,16348
5001600US5111,"Congressional District 11 (116th Congress), Virginia",424864,10606,27460,101293,80567,37728,25723,46562,483,24458,10573,5321,37389,16701
5001600US5301,"Congressional District 1 (116th Congress), Washington",374292,12528,21306,67600,68568,26414,16107,14133,5801,27781,49389,9464,41379,13822
5001600US5302,"Congressional District 2 (116th Congress), Washington",359125,7579,18938,37843,75449,37149,17408,15554,3838,26109,50858,7894,44660,15846
5001600US5303,"Congressional District 3 (116th Congress), Washington",322719,5409,17673,32164,68727,27122,15705,15193,6357,26991,38443,9406,36642,22887
5001600US5304,"Congressional District 4 (116th Congress), Washington",310589,3365,9682,28650,63870,23540,12380,14632,45308,19998,27614,10177,31743,19630
5001600US5305,"Congressional District 5 (116th Congress), Washington",314641,4877,18692,27032,87617,29792,14971,16044,8098,19344,26250,9919,37562,14443
5001600US5306,"Congressional District 6 (116th Congress), Washington",300063,4700,15050,28644,70853,31743,15528,25934,5051,19969,26134,6288,34731,15438
5001600US5307,"Congressional District 7 (116th Congress), Washington",452760,16015,29001,92465,100702,46109,21330,12596,1883,18921,32603,10162,55595,15378
5001600US5308,"Congressional District 8 (116th Congress), Washington",362488,8055,19569,45943,71898,30137,14249,16150,8272,26988,39941,13669,44533,23084
5001600US5309,"Congressional District 9 (116th Congress), Washington",387234,11595,22030,64891,75915,41662,18287,12459,2168,19551,36892,11274,44270,26240
5001600US5310,"Congressional District 10 (116th Congress), Washington",329945,4872,15647,29631,74299,30536,15153,35867,4432,24515,26255,9249,40129,19360
5001600US5401,"Congressional District 1 (116th Congress), West Virginia",264970,3123,9944,20994,75777,26049,10740,16248,11129,16925,22580,5443,32240,13778
5001600US5402,"Congressional District 2 (116th Congress), West Virginia",268038,4762,12957,23355,66586,24874,11608,22926,7356,18084,22540,5955,32178,14857
5001600US5403,"Congressional District 3 (116th Congress), West Virginia",209607,2805,7631,13610,61687,19836,9527,12092,12663,10440,14373,4761,28541,11641
5001600US5501,"Congressional District 1 (116th Congress), Wisconsin",363014,5182,19896,29752,80028,29657,15165,11986,4303,21774,71667,11625,42565,19414
5001600US5502,"Congressional District 2 (116th Congress), Wisconsin",418203,10844,29464,48523,111843,36082,16827,18537,9218,21927,48657,9512,43719,13050
5001600US5503,"Congressional District 3 (116th Congress), Wisconsin",367036,5199,20622,22440,89271,31270,14508,13334,15443,20892,59397,8945,47606,18109
5001600US5504,"Congressional District 4 (116th Congress), Wisconsin",332759,5795,19017,36053,88457,36780,14945,11521,1602,12483,48619,7202,33794,16491
5001600US5505,"Congressional District 5 (116th Congress), Wisconsin",387744,6495,27610,37001,90993,30070,16039,10310,4074,21348,74172,13740,41861,14031
5001600US5506,"Congressional District 6 (116th Congress), Wisconsin",366442,5099,18752,25409,75516,29140,15399,12683,9181,20505,90913,8650,39737,15458
5001600US5507,"Congressional District 7 (116th Congress), Wisconsin",350254,4299,19534,20762,80400,27775,14691,12882,15412,23988,65632,8745,38649,17485
5001600US5508,"Congressional District 8 (116th Congress), Wisconsin",379088,5301,23357,27169,77119,32504,14886,11072,9801,24339,82597,10966,40840,19137
5001600US5600,"Congressional District (at Large) (116th Congress), Wyoming",290963,4495,11604,19427,68798,31231,12946,17712,33414,23314,12071,5678,31864,18409
5001600US7298,"Resident Commissioner District (at Large) (116th Congress), Puerto Rico",1028500,18417,56070,102012,242192,99529,56200,90322,13830,54464,91761,28226,137171,38306
