GEOID,distr_name,total_worker_pop,agro,construct,manufact,wholesale,retail,transport_util,info,finance_realest,prof_sci_mgmt_adm,edu_health,arts_ent_food_rec,otherserv,public_admin
5001300US4834,"Congressional District 34 (113th Congress), Texas",249404,13210,17473,13597,6133,29717,11951,3675,9963,18412,74107,20560,15163,15443
5001300US4835,"Congressional District 35 (113th Congress), Texas",320129,2748,34329,21195,8043,41107,13812,5596,17736,33170,65371,40058,19795,17169
5001300US4836,"Congressional District 36 (113th Congress), Texas",299733,8151,34283,43412,8592,31017,18456,3011,12732,27924,60828,22072,16700,12555
5001300US4901,"Congressional District 1 (113th Congress), Utah",316061,9667,19929,43469,6916,37170,13055,5126,16325,29801,65607,26772,13698,28526
5001300US4902,"Congressional District 2 (113th Congress), Utah",312190,7403,19268,28302,7421,38202,17163,6350,19324,34749,70743,33754,14492,15019
5001300US4903,"Congressional District 3 (113th Congress), Utah",314709,4952,19015,28254,8433,40252,11424,7193,20976,40625,81527,25929,14632,11497
5001300US4904,"Congressional District 4 (113th Congress), Utah",332749,4377,25236,37549,10438,41574,18340,8631,27230,40549,62509,26068,16256,13992
5001300US5000,"Congressional District (at Large) (113th Congress), Vermont",324350,8543,23940,34391,7359,37300,10665,6839,15576,28375,90880,30060,15008,15414
5001300US5101,"Congressional District 1 (113th Congress), Virginia",348002,3355,26512,20546,7079,37666,13923,5621,18370,50493,71963,29520,17602,45352
5001300US5102,"Congressional District 2 (113th Congress), Virginia",339496,2274,22648,25682,8155,40678,12345,6943,22364,40298,72325,36130,17407,32247
5001300US5103,"Congressional District 3 (113th Congress), Virginia",324236,968,19433,29963,6264,38048,15910,5830,19990,33982,77238,34733,15596,26281
5001300US5104,"Congressional District 4 (113th Congress), Virginia",332209,3247,23784,34529,8389,40537,18151,5600,19415,33471,74332,24377,16195,30182
5001300US5105,"Congressional District 5 (113th Congress), Virginia",318241,6687,24982,34197,6439,36072,14182,5345,14993,29902,85049,23872,17168,19353
5001300US5106,"Congressional District 6 (113th Congress), Virginia",339465,6137,23532,40870,8309,43534,16055,5457,18738,27661,85523,32279,16534,14836
5001300US5107,"Congressional District 7 (113th Congress), Virginia",365835,2897,24740,21669,10428,41466,15349,6701,40337,46644,82542,29415,17767,25880
5001300US5108,"Congressional District 8 (113th Congress), Virginia",428782,968,24155,10043,4259,29878,11417,11727,29531,100778,68207,38816,29957,69046
5001300US5109,"Congressional District 9 (113th Congress), Virginia",298328,11246,17487,41097,5294,39237,13150,4708,12629,21222,79450,24500,14126,14182
5001300US5110,"Congressional District 10 (113th Congress), Virginia",385501,2751,22457,18901,6431,37102,13767,14443,27651,92070,68155,27665,18730,35378
5001300US5111,"Congressional District 11 (113th Congress), Virginia",405256,880,24156,12459,5147,36670,13816,12268,25751,94736,71859,34303,23788,49423
5001300US5301,"Congressional District 1 (113th Congress), Washington",335041,5892,23183,45490,9227,37257,13093,11844,20946,54580,61145,24102,15059,13223
5001300US5302,"Congressional District 2 (113th Congress), Washington",319120,3565,22168,45838,7314,40800,13357,6463,18014,31583,65786,32666,15943,15623
5001300US5303,"Congressional District 3 (113th Congress), Washington",285575,6672,19951,34414,9048,35186,20794,4738,15870,26451,60714,22850,14615,14272
5001300US5304,"Congressional District 4 (113th Congress), Washington",286331,38702,18963,23801,12065,31735,16880,3075,9663,25906,59295,20568,11782,13896
5001300US5305,"Congressional District 5 (113th Congress), Washington",293725,7631,16512,23074,9608,35180,13512,5245,18543,26128,81439,26920,14197,15736
5001300US5306,"Congressional District 6 (113th Congress), Washington",280068,4940,19159,24839,5717,32700,13494,5548,14842,28333,64177,26919,14594,24806
5001300US5307,"Congressional District 7 (113th Congress), Washington",390587,1755,14439,30862,9172,42400,13157,13802,25166,73114,92612,39712,20640,13756
5001300US5308,"Congressional District 8 (113th Congress), Washington",329163,7780,23892,42255,12944,40893,20517,8586,17583,37448,62408,26312,14224,14321
5001300US5309,"Congressional District 9 (113th Congress), Washington",336291,1542,16485,39238,10911,36421,20774,10059,21315,51489,64561,35431,16231,11834
5001300US5310,"Congressional District 10 (113th Congress), Washington",293829,2822,20243,22952,8752,34920,16083,4389,16595,24852,65304,27206,14437,35274
5001300US5401,"Congressional District 1 (113th Congress), West Virginia",264613,11410,16776,25343,4989,32217,13623,4308,10951,20370,72778,25240,11655,14953
5001300US5402,"Congressional District 2 (113th Congress), West Virginia",268133,9023,19264,22933,6517,31688,14525,5721,14463,23483,63700,22521,11795,22500
5001300US5403,"Congressional District 3 (113th Congress), West Virginia",222886,18929,13294,15256,4676,30408,11806,3581,7458,14543,62387,19415,9634,11499
5001300US5501,"Congressional District 1 (113th Congress), Wisconsin",345388,4222,21096,67667,12051,39522,17161,5625,19923,28123,75391,27518,14768,12321
5001300US5502,"Congressional District 2 (113th Congress), Wisconsin",391111,9246,18802,46021,10003,43020,13196,9022,29394,40589,102697,34834,16367,17920
5001300US5503,"Congressional District 3 (113th Congress), Wisconsin",357338,15480,19909,57358,8039,47629,16554,5648,18460,19710,87028,32726,14404,14393
5001300US5504,"Congressional District 4 (113th Congress), Wisconsin",314301,1675,9630,44483,6953,32652,14121,6389,21057,32920,85469,32318,14462,12172
5001300US5505,"Congressional District 5 (113th Congress), Wisconsin",372284,4632,19331,71354,13486,44073,13611,6491,26729,35056,85207,28295,15022,8997
5001300US5506,"Congressional District 6 (113th Congress), Wisconsin",355861,9916,18616,88346,8127,38968,14588,5057,18581,24881,72374,28804,15274,12329
5001300US5507,"Congressional District 7 (113th Congress), Wisconsin",343296,15023,22940,62455,8250,41065,16308,4574,19400,19313,77552,29514,14147,12755
5001300US5508,"Congressional District 8 (113th Congress), Wisconsin",360057,10549,20877,77965,10126,38044,18868,5846,23268,24929,71847,32381,14610,10747
5001300US5600,"Congressional District (at Large) (113th Congress), Wyoming",289823,36170,22487,12563,6022,31690,19080,4679,11621,19173,65965,28214,13191,18968
5001300US7298,"Resident Commissioner District (at Large) (113th Congress), Puerto Rico",1099138,14535,65828,102420,32146,146147,40822,19222,58834,102274,256271,94481,60421,105737
